trip_distance,trip_duration,passenger_count,pickup_hour,is_weekend,traffic_condition,weather_condition,fare_amount
0.5,2.14,1.0,13,1,Medium,Rainy,4.64
3.45,9.05,1.0,3,1,Very High,Clear,25.58
7.13,7.82,1.0,5,0,Low,Clear,18.84
3.98,4.55,1.0,15,0,Low,Cloudy,10.93
4.6,8.68,1.0,20,0,High,Clear,22.68
18.76,36.34,1.0,0,0,Medium,Clear,62.71
3.42,8.52,4.0,5,0,High,Rainy,23.87
5.77,12.22,3.0,8,0,High,Cloudy,32.85
12.25,22.11,2.0,14,1,Medium,Clear,41.35
4.04,10.34,1.0,11,0,High,Clear,23.13
7.78,13.95,1.0,2,0,Medium,Clear,26.58
15.87,35.74,1.0,10,1,High,Rainy,75.61
1.27,1.0,6.0,2,1,Low,Rainy,6.74
5.42,16.23,1.0,1,0,Very High,Rainy,42.16
2.39,1.0,3.0,3,0,Low,Clear,7.98
4.92,6.02,1.0,18,0,Low,Clear,13.69
5.43,12.36,1.0,1,0,High,Clear,28.4
3.19,3.05,4.0,16,1,Medium,Snowy,13.16
8.03,12.83,1.0,2,0,Low,Rainy,24.25
2.2,2.96,4.0,9,0,Medium,Cloudy,11.12
0.63,10.58,1.0,15,0,Low,Clear,5.33
1.1,7.03,1.0,21,1,Low,Cloudy,4.66
1.1,2.83,5.0,8,0,Medium,Rainy,11.54
1.32,3.7,1.0,10,0,Medium,Rainy,8.5
1.2,1.74,2.0,20,0,Medium,Clear,8.18
8.19,10.05,1.0,14,0,Low,Rainy,22.1
1.61,5.07,3.0,2,0,Medium,Cloudy,12.35
3.39,6.67,1.0,15,0,High,Clear,18.13
18.17,33.61,1.0,20,0,Medium,Clear,61.34
5.14,13.22,2.0,20,1,Medium,Cloudy,23.01
8.81,12.54,1.0,20,0,Low,Clear,24.88
1.51,4.7,1.0,11,1,Low,Clear,7.35
1.71,4.75,2.0,22,0,High,Clear,13.41
0.5,1.0,1.0,4,0,Medium,Foggy,7.61
1.48,3.46,1.0,6,0,Medium,Clear,7.54
2.61,4.64,2.0,8,0,High,Clear,12.99
1.56,5.44,4.0,20,0,High,Clear,14.05
0.74,4.21,1.0,17,0,High,Rainy,13.5
1.03,2.49,2.0,20,1,High,Rainy,12.58
4.94,10.09,2.0,7,1,Low,Rainy,19.37
1.85,5.59,1.0,11,1,Very High,Cloudy,14.91
3.62,12.15,1.0,19,0,Very High,Cloudy,29.65
5.6,14.3,1.0,1,0,Low,Clear,19.29
9.38,26.76,3.0,9,0,High,Cloudy,51.42
0.5,1.0,1.0,18,0,Medium,Clear,8.2
12.85,30.46,3.0,8,0,High,Cloudy,61.98
7.91,9.76,2.0,23,0,Low,Clear,21.9
0.68,2.87,1.0,7,1,Medium,Rainy,7.82
16.55,25.6,1.0,23,0,Low,Cloudy,45.5
20.29,36.5,5.0,23,0,Medium,Cloudy,71.0
0.5,3.12,1.0,23,0,Low,Cloudy,6.61
2.59,4.33,1.0,0,0,Medium,Clear,14.2
13.13,29.49,2.0,5,1,High,Cloudy,61.25
11.03,26.44,1.0,11,0,High,Clear,48.72
1.63,1.51,1.0,23,1,Low,Clear,8.34
1.88,4.31,1.0,18,0,High,Clear,13.55
3.7,10.43,1.0,16,0,Medium,Clear,13.72
5.3,11.09,1.0,1,1,High,Clear,25.56
7.7,15.79,3.0,10,0,Medium,Rainy,30.81
3.68,7.39,6.0,17,0,High,Rainy,25.18
4.97,9.61,1.0,22,0,High,Clear,25.1
11.01,10.58,1.0,21,0,Medium,Clear,35.3
0.5,6.31,1.0,10,1,Medium,Cloudy,7.58
2.33,8.2,1.0,17,1,Very High,Clear,20.73
10.0,24.17,1.0,7,1,High,Rainy,54.34
18.05,32.79,1.0,14,0,Medium,Clear,56.39
5.73,7.83,5.0,8,0,Low,Rainy,19.77
6.08,11.17,1.0,14,0,High,Clear,25.73
0.91,6.18,1.0,6,1,Very High,Clear,12.66
4.75,9.44,1.0,19,1,Medium,Foggy,21.52
6.08,17.69,1.0,12,0,Very High,Clear,37.82
2.22,10.58,4.0,12,0,Low,Clear,9.17
2.51,10.58,1.0,0,0,Very High,Clear,25.85
3.79,9.41,5.0,19,0,High,Cloudy,25.21
0.5,1.0,1.0,3,0,Medium,Clear,5.24
3.11,10.58,2.0,23,0,Medium,Rainy,19.56
1.9,3.3,6.0,3,0,Medium,Foggy,14.74
3.17,2.56,1.0,3,1,Medium,Rainy,14.77
1.02,1.0,1.0,12,1,Very High,Clear,10.49
7.2,14.08,1.0,22,0,Medium,Rainy,28.65
9.09,27.55,2.0,14,0,Very High,Clear,53.4
12.45,21.51,1.0,3,0,Medium,Clear,41.82
5.52,12.38,1.0,5,0,High,Cloudy,28.73
0.73,1.0,1.0,2,0,High,Rainy,8.71
6.16,19.78,4.0,6,1,Very High,Clear,37.81
7.07,13.17,1.0,5,0,Low,Cloudy,23.59
10.95,24.45,1.0,2,1,Medium,Snowy,46.32
4.52,9.18,2.0,3,1,Medium,Clear,18.32
1.09,5.77,1.0,9,1,Medium,Clear,11.35
2.67,3.62,1.0,20,1,Medium,Foggy,13.6
3.61,8.83,1.0,8,0,High,Clear,22.32
8.31,13.46,2.0,5,1,Medium,Foggy,31.47
6.77,13.84,2.0,19,0,Medium,Clear,30.67
3.52,5.85,1.0,10,1,Low,Clear,9.64
7.45,19.54,2.0,17,0,High,Clear,37.88
2.17,4.97,3.0,3,0,Low,Clear,7.5
0.86,1.0,1.0,4,0,Low,Rainy,6.53
1.33,3.06,1.0,3,0,Medium,Cloudy,8.25
2.26,10.58,1.0,3,0,Low,Rainy,8.08
1.4,1.0,2.0,12,1,Low,Cloudy,7.3
1.65,7.17,6.0,15,0,High,Cloudy,14.66
2.68,3.92,1.0,13,0,High,Clear,14.33
1.52,2.87,1.0,10,0,Medium,Rainy,8.68
18.17,31.28,1.0,1,0,Medium,Foggy,64.16
0.67,2.59,1.0,21,0,Very High,Clear,6.28
5.95,10.05,1.0,13,1,Low,Rainy,19.15
4.23,9.38,4.0,23,0,Medium,Cloudy,20.32
0.95,5.06,3.0,6,0,High,Cloudy,9.2
4.06,10.46,1.0,10,0,Very High,Clear,24.92
16.05,28.92,1.0,6,1,Medium,Clear,51.59
13.59,28.9,1.0,15,0,High,Clear,57.22
2.39,6.97,5.0,5,0,Very High,Cloudy,22.01
1.5,3.21,1.0,5,0,High,Foggy,15.55
8.84,21.51,2.0,1,0,High,Clear,42.22
6.51,9.74,1.0,7,0,Low,Rainy,22.3
6.78,15.14,2.0,6,0,Medium,Clear,21.93
2.63,5.09,3.0,23,1,Low,Snowy,12.17
11.74,13.82,6.0,13,0,Low,Clear,28.09
1.66,3.09,2.0,8,1,Medium,Clear,11.88
3.13,5.81,1.0,14,0,High,Clear,14.24
4.43,8.33,2.0,21,0,Medium,Snowy,20.68
5.67,12.42,2.0,17,1,High,Foggy,33.09
2.22,6.81,2.0,11,1,Low,Rainy,10.28
0.98,2.45,4.0,22,0,High,Clear,10.27
7.55,14.79,1.0,18,1,Medium,Snowy,34.42
2.72,6.24,1.0,12,0,High,Foggy,15.89
6.96,14.0,2.0,6,0,Medium,Clear,23.3
1.34,2.08,5.0,9,0,Medium,Cloudy,11.34
5.25,11.39,1.0,9,0,Medium,Snowy,28.17
6.08,10.62,5.0,1,1,Medium,Clear,23.53
0.5,3.5,5.0,13,0,Low,Clear,5.65
3.28,7.14,4.0,12,0,Medium,Rainy,15.14
1.15,1.85,4.0,21,1,Medium,Cloudy,7.09
0.52,2.89,4.0,5,0,High,Snowy,10.42
3.11,10.52,2.0,12,0,Very High,Clear,21.04
13.28,25.07,1.0,8,0,Medium,Cloudy,45.09
2.35,3.92,1.0,12,1,Medium,Rainy,12.27
9.15,21.54,1.0,4,0,High,Clear,43.89
11.42,20.41,1.0,13,0,Medium,Clear,37.73
7.24,12.82,1.0,4,1,Low,Clear,20.68
5.1,14.8,4.0,8,0,High,Cloudy,29.92
4.25,7.53,2.0,7,0,Low,Foggy,15.93
3.43,7.98,1.0,6,1,Low,Cloudy,11.19
14.2,32.48,1.0,21,0,High,Clear,62.68
1.06,1.0,4.0,22,0,Medium,Clear,9.25
10.5,24.78,1.0,23,0,High,Rainy,52.87
1.6,3.5,1.0,7,1,High,Cloudy,10.87
0.55,1.0,1.0,0,0,High,Snowy,10.49
10.81,22.46,3.0,6,0,Medium,Rainy,40.96
6.84,9.47,1.0,18,1,Low,Clear,19.93
14.75,36.11,5.0,1,0,High,Cloudy,70.38
1.2,2.64,1.0,13,1,High,Clear,10.07
12.69,20.11,1.0,17,0,Medium,Foggy,44.06
1.8,3.22,4.0,14,0,High,Clear,10.61
1.43,1.62,5.0,13,1,Medium,Rainy,9.52
1.44,2.67,1.0,23,0,Medium,Clear,8.61
13.48,28.29,1.0,18,1,Medium,Clear,48.2
8.75,16.47,2.0,18,0,Low,Foggy,27.3
5.92,8.42,1.0,21,0,Low,Foggy,18.06
3.56,5.76,1.0,16,0,High,Cloudy,17.88
16.78,29.97,3.0,21,0,Medium,Clear,54.25
3.99,6.94,2.0,18,1,Low,Rainy,16.6
4.63,3.79,1.0,19,1,Low,Clear,12.97
3.78,7.78,4.0,18,0,High,Clear,24.41
4.97,16.79,2.0,0,0,Very High,Clear,36.23
2.87,5.97,1.0,18,0,Medium,Cloudy,14.53
11.01,25.69,1.0,6,0,High,Clear,51.29
5.59,15.15,1.0,22,0,Very High,Clear,36.29
2.11,3.99,1.0,10,0,High,Foggy,11.43
18.39,35.57,1.0,4,0,Medium,Clear,66.28
3.87,7.54,1.0,16,1,Medium,Clear,14.46
6.27,13.3,1.0,10,1,Medium,Clear,24.35
7.83,18.24,2.0,7,0,High,Clear,38.84
0.99,3.07,1.0,9,0,High,Clear,11.48
7.9,14.72,2.0,9,0,Medium,Foggy,31.84
3.26,8.79,1.0,12,0,Medium,Snowy,16.92
1.2,1.82,1.0,17,1,Low,Rainy,7.35
12.64,28.95,2.0,9,0,High,Clear,59.18
7.74,14.93,1.0,18,0,Medium,Rainy,33.75
6.1,9.11,1.0,19,0,Medium,Cloudy,24.91
12.43,10.58,1.0,19,0,Low,Cloudy,35.5
1.32,2.14,5.0,15,1,Very High,Rainy,13.78
2.99,5.02,2.0,4,1,Low,Clear,11.62
2.29,6.48,1.0,2,1,Very High,Clear,19.18
10.9,20.34,5.0,14,1,Medium,Snowy,44.59
0.5,1.0,2.0,1,0,Low,Clear,5.64
6.75,17.12,2.0,12,0,High,Clear,31.52
11.5,24.54,1.0,21,0,High,Clear,48.93
16.75,32.78,2.0,7,0,Medium,Clear,58.38
3.35,7.93,1.0,22,0,High,Clear,20.22
13.77,35.72,1.0,16,0,Very High,Clear,78.0
0.94,2.17,1.0,3,0,Low,Cloudy,7.75
14.99,35.08,1.0,18,1,High,Clear,66.91
1.09,1.0,1.0,21,0,Medium,Cloudy,5.72
4.05,7.91,1.0,8,0,Medium,Clear,16.55
12.77,21.31,3.0,22,1,Medium,Clear,41.89
1.3,1.07,1.0,14,0,Medium,Rainy,8.81
2.08,3.19,3.0,8,1,Low,Rainy,10.15
10.25,15.85,2.0,23,1,Medium,Cloudy,34.38
10.18,16.78,1.0,20,0,Medium,Clear,33.53
8.2,13.37,1.0,8,0,Medium,Clear,28.16
9.47,17.91,4.0,13,0,Medium,Rainy,35.18
6.26,12.62,1.0,22,1,Medium,Clear,24.61
2.32,2.56,2.0,20,0,Medium,Rainy,12.92
3.39,7.76,2.0,15,0,Very High,Cloudy,22.99
1.6,3.28,1.0,23,1,Medium,Rainy,10.12
19.13,28.92,1.0,22,0,Low,Cloudy,51.48
7.0,11.72,1.0,16,1,Medium,Clear,23.84
4.1,13.19,4.0,12,1,High,Clear,23.02
4.96,7.81,3.0,8,1,Low,Cloudy,16.02
1.33,2.32,1.0,6,0,High,Clear,7.25
7.06,15.26,1.0,0,1,Medium,Clear,26.08
5.64,11.67,1.0,0,0,Medium,Clear,21.63
7.56,18.07,5.0,4,0,Very High,Cloudy,50.2
0.5,1.0,1.0,23,0,Low,Clear,4.97
16.45,29.95,1.0,8,1,Medium,Foggy,59.06
6.66,11.24,1.0,5,1,Low,Foggy,21.72
9.54,12.17,2.0,12,0,Low,Rainy,25.51
9.83,18.14,1.0,14,1,Low,Clear,26.38
1.32,2.53,4.0,5,0,Medium,Rainy,9.56
6.87,18.19,2.0,5,0,Very High,Cloudy,42.97
7.47,14.7,1.0,3,0,High,Clear,36.08
4.41,7.29,1.0,10,0,Medium,Foggy,16.97
10.67,13.85,1.0,20,0,Low,Cloudy,25.89
4.79,13.73,1.0,2,0,Very High,Rainy,38.21
0.96,1.78,1.0,11,0,Very High,Clear,9.71
14.61,23.58,1.0,20,1,Low,Clear,38.47
1.07,2.34,3.0,5,0,Very High,Rainy,13.77
16.32,28.78,1.0,5,0,Medium,Clear,54.12
5.85,10.15,5.0,7,0,Medium,Cloudy,23.49
7.16,12.27,1.0,14,1,Medium,Clear,24.19
4.07,8.93,1.0,17,0,Very High,Cloudy,29.19
0.5,1.0,1.0,19,0,Low,Snowy,4.51
3.27,7.57,1.0,15,1,High,Cloudy,18.51
12.99,20.08,2.0,5,0,Low,Snowy,41.29
0.5,1.0,1.0,20,0,Very High,Rainy,10.6
3.25,3.69,2.0,16,0,Medium,Clear,11.69
4.06,5.38,2.0,8,0,Low,Rainy,15.21
6.17,10.81,3.0,18,1,Low,Clear,20.52
20.19,10.58,1.0,17,0,Medium,Cloudy,69.9
3.4,5.13,1.0,22,1,Low,Cloudy,13.57
3.41,5.07,2.0,4,1,Medium,Foggy,16.53
10.7,22.32,1.0,5,0,Medium,Clear,38.06
4.82,6.22,2.0,11,0,Low,Rainy,13.87
2.04,5.15,1.0,10,0,Medium,Foggy,9.92
4.82,11.07,1.0,15,0,Medium,Clear,18.73
1.21,5.35,3.0,19,0,Medium,Foggy,11.51
1.55,1.0,3.0,16,0,Medium,Clear,8.28
5.52,7.55,2.0,19,0,Medium,Clear,21.04
4.34,10.47,4.0,8,1,Medium,Foggy,19.14
19.71,31.57,2.0,0,0,Low,Clear,49.1
3.6,10.58,1.0,2,0,Low,Cloudy,11.13
6.95,3.95,5.0,20,1,Low,Cloudy,18.8
8.0,18.76,2.0,22,0,High,Clear,35.33
0.5,1.0,2.0,8,0,Medium,Cloudy,9.29
8.71,14.68,1.0,21,0,Medium,Clear,26.53
1.57,4.01,4.0,18,0,High,Clear,12.84
1.29,5.58,1.0,22,0,Medium,Foggy,11.88
4.28,5.67,1.0,13,0,Low,Cloudy,10.79
0.71,1.0,1.0,19,1,High,Clear,10.95
5.58,13.73,3.0,22,0,High,Rainy,32.51
7.24,16.11,1.0,6,0,High,Clear,32.85
0.56,1.37,1.0,3,0,High,Clear,7.41
11.09,25.03,3.0,11,0,High,Clear,52.57
1.88,4.91,1.0,22,1,Medium,Clear,11.65
1.84,3.79,1.0,1,0,Very High,Clear,17.19
1.69,5.66,4.0,0,0,Very High,Foggy,18.91
0.5,1.0,1.0,17,0,Medium,Cloudy,11.26
5.11,7.44,1.0,19,0,Medium,Clear,19.3
6.66,16.61,1.0,7,0,High,Foggy,38.93
0.54,1.0,1.0,2,0,Medium,Rainy,6.43
11.95,15.71,2.0,5,0,Low,Clear,31.64
4.83,9.07,1.0,21,0,Medium,Cloudy,15.38
5.95,10.68,1.0,12,0,Low,Clear,16.33
4.65,5.82,2.0,8,0,Medium,Cloudy,19.76
4.1,13.03,2.0,8,1,High,Clear,25.77
6.56,13.45,1.0,19,0,Medium,Clear,23.86
1.35,5.03,3.0,8,1,Very High,Cloudy,16.51
1.61,4.59,5.0,14,0,Very High,Cloudy,17.44
3.74,6.28,1.0,15,0,Medium,Snowy,19.97
2.53,6.26,2.0,1,0,Medium,Clear,11.34
8.26,17.74,1.0,13,0,High,Cloudy,37.17
4.2,7.31,1.0,5,1,Medium,Clear,17.69
0.5,3.87,3.0,1,0,Medium,Cloudy,7.18
1.36,3.33,3.0,7,0,Medium,Clear,10.29
10.07,24.74,1.0,3,0,High,Clear,49.28
8.61,22.36,1.0,20,1,High,Clear,44.55
0.5,2.26,1.0,23,0,High,Clear,6.18
2.01,3.05,2.0,13,0,High,Cloudy,12.28
2.1,8.21,3.0,10,1,High,Clear,14.17
8.92,10.58,1.0,23,0,Medium,Clear,30.22
0.5,1.92,1.0,13,0,Low,Rainy,3.82
0.88,2.16,3.0,11,0,High,Clear,5.42
12.87,21.53,1.0,15,1,Low,Clear,32.86
1.57,8.3,2.0,5,1,Very High,Clear,17.88
8.46,18.92,1.0,19,1,High,Clear,39.01
2.18,7.2,4.0,0,0,High,Clear,16.49
0.84,2.46,1.0,11,1,Very High,Clear,7.96
2.23,1.0,1.0,6,0,Medium,Clear,10.17
10.25,12.57,1.0,7,0,Low,Rainy,30.83
15.49,29.89,3.0,8,0,Medium,Clear,53.24
14.19,28.63,1.0,1,0,Medium,Rainy,56.89
4.05,8.81,1.0,16,0,Medium,Rainy,18.34
8.82,18.08,6.0,19,0,Medium,Clear,35.05
1.84,9.46,4.0,12,1,High,Clear,14.06
2.78,6.27,5.0,4,0,Medium,Clear,14.87
18.13,33.46,1.0,9,0,Medium,Cloudy,63.37
0.5,1.0,4.0,11,1,Medium,Cloudy,6.66
0.72,4.62,1.0,16,0,Medium,Cloudy,3.0
1.86,1.0,1.0,20,0,Low,Cloudy,10.69
0.5,3.41,1.0,5,0,Medium,Clear,6.41
1.6,3.75,1.0,2,0,High,Rainy,14.45
7.0,11.46,1.0,14,0,Medium,Clear,21.83
4.38,3.67,1.0,6,0,Low,Snowy,15.79
17.85,36.43,3.0,5,1,Medium,Clear,59.44
13.61,23.8,1.0,3,0,Medium,Clear,47.38
3.35,10.58,1.0,18,0,High,Foggy,21.97
2.4,4.89,1.0,4,0,Very High,Cloudy,19.44
3.82,12.81,4.0,2,0,High,Rainy,25.15
7.14,13.58,1.0,8,0,Medium,Clear,29.09
2.5,1.99,1.0,5,1,Medium,Foggy,12.24
7.83,10.89,1.0,12,1,Low,Foggy,22.9
4.21,10.68,4.0,21,0,Medium,Clear,14.79
6.42,10.08,1.0,19,1,Medium,Clear,23.41
4.58,9.93,1.0,3,0,High,Cloudy,25.4
2.79,6.56,1.0,1,0,Low,Foggy,10.33
11.54,19.2,1.0,7,0,Medium,Foggy,42.39
1.21,3.26,2.0,12,1,High,Clear,8.09
16.23,24.04,1.0,9,0,Low,Foggy,46.11
5.35,10.14,5.0,17,0,Medium,Clear,23.55
18.0,28.89,2.0,8,1,Low,Clear,45.66
12.87,24.61,2.0,0,1,Medium,Cloudy,47.41
4.43,6.46,1.0,12,1,Low,Cloudy,13.72
0.5,1.0,1.0,17,0,Low,Clear,3.33
2.5,5.9,1.0,14,0,Low,Foggy,9.43
6.24,10.26,2.0,1,0,Medium,Foggy,25.86
8.03,10.72,5.0,10,0,Medium,Rainy,30.25
2.39,5.11,1.0,13,1,High,Clear,9.33
1.2,10.58,4.0,21,1,Low,Clear,5.63
14.41,20.78,1.0,14,1,Low,Cloudy,37.69
5.97,13.15,1.0,15,1,High,Clear,27.73
1.51,2.78,1.0,22,1,Medium,Cloudy,11.13
2.54,2.17,1.0,14,0,Medium,Cloudy,8.18
0.5,10.58,2.0,18,0,High,Rainy,11.77
19.66,31.54,2.0,8,1,Medium,Clear,64.07
1.0,2.96,1.0,4,0,Medium,Cloudy,6.85
6.87,10.93,1.0,4,1,Low,Clear,21.03
2.56,4.83,1.0,10,0,Low,Clear,10.97
6.46,14.55,1.0,19,1,Very High,Foggy,43.95
8.43,16.39,1.0,23,1,Medium,Clear,31.8
14.16,25.46,2.0,3,0,Medium,Snowy,56.32
1.85,8.48,2.0,19,1,Very High,Clear,19.77
0.5,1.89,2.0,17,0,High,Cloudy,8.46
1.18,1.0,2.0,2,0,Medium,Clear,8.57
7.28,18.55,1.0,6,1,High,Clear,35.09
7.34,13.31,2.0,7,1,Low,Clear,24.37
8.75,16.77,1.0,23,0,Medium,Rainy,35.76
1.54,3.05,2.0,15,0,Medium,Foggy,6.67
19.67,28.84,1.0,19,0,Low,Cloudy,51.55
4.34,8.09,1.0,14,0,Medium,Rainy,18.63
3.86,9.67,2.0,6,1,Medium,Clear,17.04
5.85,8.08,1.0,16,0,Low,Cloudy,15.95
0.5,2.26,1.0,21,0,Medium,Rainy,6.92
1.45,1.66,2.0,21,0,Medium,Clear,7.99
10.72,22.13,3.0,21,0,Medium,Rainy,41.0
0.69,2.76,1.0,11,1,High,Foggy,8.87
7.39,19.13,1.0,17,0,High,Foggy,42.13
2.25,10.18,1.0,23,0,Very High,Clear,20.76
3.95,2.24,2.0,13,1,Medium,Clear,14.14
2.73,7.85,1.0,14,1,High,Cloudy,16.08
3.52,9.12,4.0,14,1,High,Clear,18.35
10.16,24.52,1.0,4,1,High,Foggy,51.55
2.82,7.04,1.0,15,1,High,Clear,17.05
6.69,13.02,1.0,4,0,Medium,Rainy,30.32
5.17,10.37,1.0,1,0,Medium,Clear,21.74
8.72,22.09,2.0,19,0,High,Cloudy,44.91
10.55,24.48,5.0,21,0,High,Clear,51.38
1.94,2.54,1.0,8,0,Low,Clear,8.06
0.5,1.0,1.0,3,0,Medium,Cloudy,6.22
2.43,3.73,1.0,14,1,Medium,Rainy,11.81
7.23,20.37,4.0,10,0,High,Clear,34.01
0.5,1.0,3.0,0,0,High,Clear,9.4
5.49,11.79,1.0,17,0,Medium,Rainy,24.15
7.27,18.39,5.0,0,1,High,Rainy,41.71
3.25,3.81,1.0,7,0,Low,Clear,11.2
11.79,22.7,2.0,15,0,Medium,Clear,38.38
0.9,4.21,3.0,21,0,Medium,Clear,8.24
0.62,1.0,2.0,17,0,High,Clear,7.67
10.42,26.85,4.0,21,0,High,Clear,46.36
5.47,12.49,4.0,8,0,Medium,Cloudy,23.29
9.33,16.07,6.0,11,0,Medium,Foggy,36.0
4.56,6.33,1.0,18,1,Medium,Clear,20.4
2.26,4.57,1.0,17,0,Medium,Rainy,14.86
13.68,36.51,2.0,4,0,Very High,Cloudy,79.45
12.85,24.07,2.0,1,1,High,Foggy,58.77
9.49,16.81,1.0,6,0,Medium,Rainy,37.54
2.54,9.11,1.0,9,0,Medium,Rainy,17.2
7.14,9.82,3.0,14,0,Low,Cloudy,17.62
3.58,7.47,5.0,6,1,Medium,Rainy,20.21
0.77,3.19,1.0,4,1,High,Clear,9.4
19.94,29.83,1.0,14,0,Low,Clear,48.75
1.18,2.08,1.0,19,0,High,Foggy,11.49
4.72,13.53,2.0,14,0,Very High,Clear,31.45
1.64,2.28,4.0,9,0,Low,Rainy,9.48
6.25,16.13,1.0,23,0,High,Clear,32.77
16.51,36.33,2.0,13,0,High,Clear,68.11
10.54,13.28,2.0,9,0,Low,Cloudy,28.6
13.14,21.39,1.0,16,0,Medium,Cloudy,42.56
8.6,21.13,2.0,20,0,High,Cloudy,42.71
9.43,17.35,2.0,13,0,Medium,Clear,32.49
15.13,30.02,3.0,1,0,Medium,Foggy,55.94
2.3,6.66,1.0,15,1,Very High,Foggy,19.24
5.38,5.33,2.0,12,0,Low,Clear,14.91
2.0,3.04,1.0,8,1,Medium,Clear,10.93
0.5,3.31,1.0,9,0,Medium,Foggy,7.91
9.78,17.43,1.0,23,1,Medium,Cloudy,34.4
1.59,1.0,2.0,8,0,Medium,Rainy,9.91
6.71,15.15,2.0,21,0,High,Cloudy,33.39
19.77,36.29,1.0,22,1,Medium,Clear,67.31
0.5,1.0,1.0,6,1,High,Clear,6.38
9.56,20.15,2.0,15,0,Medium,Clear,33.74
2.82,6.76,1.0,8,0,Very High,Cloudy,23.39
5.14,11.2,1.0,6,1,Medium,Cloudy,19.94
15.85,20.37,1.0,10,1,Low,Snowy,46.18
14.89,33.02,1.0,7,0,High,Foggy,70.33
3.07,11.31,5.0,6,0,High,Rainy,20.38
14.12,22.89,1.0,18,0,Low,Rainy,40.87
0.5,1.0,1.0,19,0,Low,Clear,5.39
7.26,17.33,2.0,11,0,High,Clear,32.4
2.09,1.93,1.0,6,0,Medium,Clear,10.42
1.03,4.72,1.0,7,0,Medium,Clear,8.24
0.64,1.0,3.0,6,0,Low,Cloudy,3.0
9.53,18.42,4.0,5,1,Medium,Clear,32.3
3.32,5.5,1.0,8,0,Low,Rainy,13.11
10.32,21.77,1.0,12,0,High,Clear,44.0
0.54,1.0,3.0,6,0,Medium,Clear,4.68
3.03,7.8,1.0,7,0,High,Foggy,21.19
6.2,8.07,1.0,21,1,Medium,Clear,19.86
12.51,20.9,1.0,16,1,Medium,Cloudy,40.37
3.07,10.58,1.0,16,0,Medium,Clear,12.92
7.87,20.76,1.0,15,1,Very High,Clear,44.39
17.37,31.64,1.0,21,0,Medium,Cloudy,58.67
7.65,11.43,2.0,1,1,Low,Cloudy,20.64
2.12,2.15,1.0,7,0,Medium,Clear,10.44
0.5,1.0,1.0,16,0,Low,Rainy,6.65
16.33,25.09,1.0,12,0,Low,Rainy,48.17
0.5,2.5,2.0,17,1,Medium,Clear,6.21
16.62,28.67,1.0,23,0,Medium,Clear,56.39
6.02,15.9,1.0,21,0,Very High,Rainy,42.16
12.83,26.87,1.0,1,1,High,Clear,56.49
3.46,5.25,2.0,13,1,Low,Clear,10.67
11.66,28.06,1.0,15,0,Very High,Clear,63.78
4.11,10.58,2.0,6,0,High,Clear,20.28
5.23,10.47,1.0,20,1,Medium,Snowy,26.94
7.9,17.94,1.0,20,1,High,Rainy,42.42
11.7,19.53,1.0,22,0,Low,Clear,32.96
4.33,7.57,1.0,13,0,Low,Clear,11.87
4.38,8.67,1.0,3,0,High,Cloudy,23.52
10.7,21.96,1.0,3,0,High,Clear,48.27
2.18,6.11,2.0,17,0,High,Clear,15.7
0.94,1.0,3.0,2,1,Low,Clear,4.75
3.5,8.92,2.0,0,1,Very High,Rainy,28.87
2.71,5.48,2.0,16,0,Medium,Cloudy,9.83
2.81,7.56,4.0,6,0,Medium,Clear,13.68
2.13,5.77,1.0,15,0,Low,Rainy,10.15
0.5,1.55,1.0,4,0,Very High,Rainy,10.92
0.5,1.0,1.0,18,0,Medium,Clear,6.59
4.47,16.66,1.0,13,0,Very High,Rainy,34.39
3.88,10.48,1.0,1,0,Very High,Clear,27.6
9.11,15.02,1.0,2,1,Low,Rainy,28.35
1.97,6.01,1.0,16,0,Very High,Clear,17.22
12.35,17.45,1.0,7,0,Low,Clear,31.75
0.75,1.0,1.0,17,1,Low,Cloudy,7.26
4.32,10.34,2.0,14,0,Medium,Snowy,23.31
16.9,10.58,1.0,6,1,Medium,Clear,53.87
5.04,6.66,1.0,5,1,Low,Clear,14.02
7.6,17.07,2.0,17,0,High,Foggy,39.97
1.46,1.13,3.0,17,0,High,Rainy,13.07
2.11,3.53,1.0,13,0,Very High,Foggy,14.96
8.39,12.8,1.0,13,0,Low,Clear,22.89
7.49,20.36,5.0,3,0,High,Cloudy,39.81
5.75,13.47,2.0,3,1,Very High,Cloudy,36.51
2.1,5.58,1.0,14,0,Low,Rainy,8.28
1.55,2.46,2.0,14,1,Very High,Clear,10.81
1.99,3.67,1.0,17,1,Low,Rainy,10.66
1.65,1.0,5.0,13,0,Medium,Rainy,9.62
12.1,28.54,3.0,0,0,High,Cloudy,60.13
3.45,3.0,1.0,9,1,High,Clear,17.93
0.5,1.0,2.0,19,0,High,Clear,10.57
1.53,1.83,1.0,7,0,Medium,Rainy,11.29
4.04,5.56,2.0,0,0,High,Foggy,23.3
11.36,19.05,2.0,0,1,Medium,Clear,40.51
9.53,16.93,1.0,3,1,Medium,Clear,35.09
1.34,2.94,1.0,6,0,Low,Clear,6.5
13.54,31.66,2.0,8,0,High,Clear,62.18
2.03,1.0,1.0,15,0,Low,Clear,8.95
2.03,1.0,4.0,4,0,Medium,Foggy,10.24
6.16,10.08,1.0,1,0,Low,Cloudy,20.01
