trip_distance,trip_duration,passenger_count,pickup_hour,is_weekend,traffic_condition,weather_condition,fare_amount,avg_speed_kmh,is_peak_hour,is_night_ride,fare_per_km,duration_per_km,distance_bucket,hour_period
0.65,1.03,3.0,22,0,Medium,Rainy,8.7,37.86,0,1,13.3846,1.5846,0,3
0.5,1.0,2.0,18,0,Medium,Clear,7.61,30.0,1,0,15.22,2.0,0,3
14.46,20.38,3.0,18,1,Low,Cloudy,39.82,42.57,1,0,2.7538,1.4094,1,3
9.53,27.16,3.0,10,1,Very High,Clear,55.04,21.05,0,0,5.7754,2.8499,1,1
4.21,6.87,3.0,2,0,Medium,Clear,17.6,36.77,0,1,4.1805,1.6318,0,0
1.52,3.46,1.0,7,0,High,Snowy,15.91,26.36,1,0,10.4671,2.2763,0,1
1.36,3.76,1.0,19,1,Medium,Cloudy,10.82,21.7,1,0,7.9559,2.7647,0,3
2.3,3.43,1.0,18,1,High,Rainy,16.47,40.23,1,0,7.1609,1.4913,0,3
6.37,12.51,1.0,9,0,Medium,Cloudy,26.6,30.55,1,0,4.1758,1.9639,1,1
10.03,17.1,1.0,15,1,Medium,Clear,32.56,35.19,0,0,3.2463,1.7049,1,2
8.64,24.61,1.0,4,0,Very High,Rainy,59.23,21.06,0,1,6.8553,2.8484,1,0
2.63,4.77,1.0,19,0,Medium,Clear,15.12,33.08,1,0,5.749,1.8137,0,3
10.71,16.43,2.0,7,1,Low,Clear,31.0,39.11,1,0,2.8945,1.5341,1,1
6.47,14.61,4.0,10,0,Medium,Cloudy,25.65,26.57,0,0,3.9645,2.2581,1,1
7.57,17.55,1.0,15,0,High,Clear,35.85,25.88,0,0,4.7358,2.3184,1,2
4.35,8.86,2.0,6,0,High,Rainy,25.44,29.46,0,0,5.8483,2.0368,0,1
2.28,6.13,1.0,14,0,Medium,Clear,10.23,22.32,0,0,4.4868,2.6886,0,2
3.52,10.69,1.0,23,0,Very High,Rainy,30.81,19.76,0,1,8.7528,3.0369,0,3
11.35,23.05,2.0,20,0,Medium,Cloudy,43.39,29.54,1,0,3.8229,2.0308,1,3
0.5,1.0,2.0,19,0,Medium,Clear,7.49,30.0,1,0,14.98,2.0,0,3
0.99,1.0,3.0,22,0,Medium,Clear,8.74,59.4,0,1,8.8283,1.0101,0,3
0.5,5.43,1.0,16,1,Medium,Clear,6.73,5.52,0,0,13.46,10.86,0,2
0.5,1.0,1.0,5,0,Medium,Clear,7.37,30.0,0,1,14.74,2.0,0,0
15.47,26.68,1.0,14,1,Medium,Rainy,53.86,34.79,0,0,3.4816,1.7246,2,2
9.73,29.16,1.0,7,0,Very High,Clear,61.22,20.02,1,0,6.2919,2.9969,1,1
5.14,5.82,1.0,6,0,Low,Cloudy,15.05,52.99,0,0,2.928,1.1323,1,1
0.82,1.0,1.0,1,0,Low,Cloudy,7.23,49.2,0,1,8.8171,1.2195,0,0
5.41,8.36,1.0,12,0,Low,Clear,14.13,38.83,0,0,2.6118,1.5453,1,2
5.13,9.33,1.0,22,0,Medium,Cloudy,21.14,32.99,0,1,4.1209,1.8187,1,3
1.52,2.12,2.0,5,1,Medium,Rainy,9.19,43.02,0,1,6.0461,1.3947,0,0
4.55,10.0,1.0,4,1,Low,Clear,15.22,27.3,0,1,3.3451,2.1978,0,0
4.07,7.41,1.0,19,0,Medium,Cloudy,18.94,32.96,1,0,4.6536,1.8206,0,3
7.65,12.54,1.0,0,0,Medium,Clear,28.94,36.6,0,1,3.783,1.6392,1,0
8.06,20.69,1.0,17,1,High,Clear,41.77,23.37,1,0,5.1824,2.567,1,2
0.5,1.0,2.0,14,0,Very High,Clear,7.39,30.0,0,0,14.78,2.0,0,2
3.76,6.83,2.0,22,0,Medium,Clear,15.67,33.03,0,1,4.1676,1.8165,0,3
7.86,9.98,1.0,9,1,Low,Rainy,24.63,47.25,1,0,3.1336,1.2697,1,1
5.6,8.82,1.0,2,1,Low,Cloudy,20.73,38.1,0,1,3.7018,1.575,1,0
15.53,36.19,3.0,4,0,High,Clear,67.48,25.75,0,1,4.3451,2.3303,2,0
8.6,19.94,1.0,23,0,High,Cloudy,40.79,25.88,0,1,4.743,2.3186,1,3
1.42,2.43,2.0,12,0,Low,Cloudy,6.29,35.06,0,0,4.4296,1.7113,0,2
0.59,2.74,1.0,7,1,Medium,Clear,9.0,12.92,1,0,15.2542,4.6441,0,1
8.23,20.54,1.0,21,1,High,Rainy,43.57,24.04,0,0,5.294,2.4957,1,3
0.5,1.0,5.0,20,0,Medium,Clear,8.78,30.0,1,0,17.56,2.0,0,3
7.05,11.87,2.0,1,1,Medium,Foggy,26.32,35.64,0,1,3.7333,1.6837,1,0
6.85,11.28,1.0,16,0,Medium,Cloudy,22.06,36.44,0,0,3.2204,1.6467,1,2
3.93,10.12,1.0,17,1,High,Foggy,25.78,23.3,1,0,6.5598,2.5751,0,2
8.25,20.86,1.0,12,0,High,Rainy,43.34,23.73,0,0,5.2533,2.5285,1,2
4.9,8.11,5.0,0,0,High,Clear,25.67,36.25,0,1,5.2388,1.6551,0,0
6.31,11.02,4.0,11,0,Medium,Cloudy,21.39,34.36,0,0,3.3899,1.7464,1,1
3.9,7.02,1.0,19,0,Medium,Cloudy,16.05,33.33,1,0,4.1154,1.8,0,3
1.74,5.47,2.0,7,0,Medium,Clear,11.81,19.09,1,0,6.7874,3.1437,0,1
0.58,1.0,2.0,14,1,Medium,Cloudy,4.51,34.8,0,0,7.7759,1.7241,0,2
0.85,5.96,2.0,2,0,Very High,Clear,14.73,8.56,0,1,17.3294,7.0118,0,0
0.5,1.0,2.0,5,0,Very High,Clear,8.59,30.0,0,1,17.18,2.0,0,0
0.79,1.0,2.0,12,0,Medium,Cloudy,4.16,47.4,0,0,5.2658,1.2658,0,2
9.19,12.88,5.0,11,1,Low,Cloudy,24.54,42.81,0,0,2.6703,1.4015,1,1
0.59,1.0,1.0,18,0,Medium,Cloudy,8.67,35.4,1,0,14.6949,1.6949,0,3
3.07,8.17,4.0,17,0,Very High,Clear,24.88,22.55,1,0,8.1042,2.6612,0,2
14.91,26.89,1.0,23,1,Medium,Foggy,54.15,33.27,0,1,3.6318,1.8035,1,3
0.5,1.0,1.0,0,0,Very High,Cloudy,11.17,30.0,0,1,22.34,2.0,0,0
13.48,19.78,1.0,6,1,Low,Clear,35.74,40.89,0,0,2.6513,1.4674,1,1
2.65,3.79,2.0,11,1,Medium,Snowy,13.78,41.95,0,0,5.2,1.4302,0,1
1.01,3.26,1.0,9,0,Medium,Foggy,8.85,18.59,1,0,8.7624,3.2277,0,1
9.55,17.97,3.0,11,0,Medium,Clear,30.21,31.89,0,0,3.1634,1.8817,1,1
7.93,22.16,2.0,10,0,Very High,Cloudy,45.91,21.47,0,0,5.7894,2.7945,1,1
16.8,31.36,1.0,3,0,Medium,Cloudy,59.26,32.14,0,1,3.5274,1.8667,2,0
10.63,18.17,2.0,18,1,Low,Clear,29.08,35.1,1,0,2.7357,1.7093,1,3
13.02,23.45,4.0,5,1,Medium,Clear,45.54,33.31,0,1,3.4977,1.8011,1,0
2.65,3.61,1.0,8,0,High,Cloudy,16.27,44.04,1,0,6.1396,1.3623,0,1
1.56,1.0,1.0,19,0,Medium,Clear,10.04,93.6,1,0,6.4359,0.641,0,3
11.11,25.36,4.0,9,0,High,Rainy,58.78,26.29,1,0,5.2907,2.2826,1,1
13.15,20.69,2.0,4,0,Low,Clear,33.97,38.13,0,1,2.5833,1.5734,1,0
4.26,9.69,1.0,8,0,Low,Rainy,16.63,26.38,1,0,3.9038,2.2746,0,1
3.72,7.06,1.0,1,0,Low,Rainy,13.9,31.61,0,1,3.7366,1.8978,0,0
11.98,20.7,4.0,17,0,Medium,Clear,42.62,34.72,1,0,3.5576,1.7279,1,2
3.33,9.08,1.0,20,0,Very High,Rainy,29.85,22.0,1,0,8.964,2.7267,0,3
15.64,22.84,4.0,23,1,Low,Cloudy,40.03,41.09,0,1,2.5595,1.4604,2,3
4.48,7.19,1.0,20,0,Medium,Clear,18.39,37.39,1,0,4.1049,1.6049,0,3
11.12,16.22,1.0,11,1,Medium,Rainy,40.3,41.13,0,0,3.6241,1.4586,1,1
11.24,30.35,1.0,9,0,High,Clear,57.54,22.22,1,0,5.1192,2.7002,1,1
0.87,1.27,1.0,1,1,High,Cloudy,11.77,41.1,0,1,13.5287,1.4598,0,0
18.63,23.73,1.0,8,1,Low,Rainy,51.34,47.1,1,0,2.7558,1.2738,2,1
5.63,12.54,4.0,1,0,High,Cloudy,28.78,26.94,0,1,5.1119,2.2274,1,0
14.01,29.57,2.0,22,0,Medium,Clear,51.54,28.43,0,1,3.6788,2.1106,1,3
3.09,9.61,4.0,23,1,Medium,Clear,16.88,19.29,0,1,5.4628,3.11,0,3
18.07,34.0,2.0,21,1,Medium,Cloudy,59.86,31.89,0,0,3.3127,1.8816,2,3
3.94,9.35,1.0,13,1,High,Clear,20.09,25.28,0,0,5.099,2.3731,0,2
0.5,10.58,1.0,10,1,Medium,Clear,4.23,2.84,0,0,8.46,21.16,0,1
18.86,27.99,1.0,22,0,Low,Clear,48.96,40.43,0,1,2.596,1.4841,2,3
0.77,2.36,2.0,10,0,Medium,Rainy,8.28,19.58,0,0,10.7532,3.0649,0,1
3.08,7.45,4.0,16,0,Medium,Clear,15.16,24.81,0,0,4.9221,2.4188,0,2
6.82,14.1,5.0,6,0,High,Rainy,37.03,29.02,0,0,5.4296,2.0674,1,1
7.99,13.71,1.0,15,0,Medium,Clear,28.85,34.97,0,0,3.6108,1.7159,1,2
4.76,9.12,4.0,0,1,Medium,Foggy,22.41,31.32,0,1,4.708,1.916,0,0
2.78,8.34,1.0,12,0,High,Clear,17.18,20.0,0,0,6.1799,3.0,0,2
3.19,8.77,2.0,0,0,High,Clear,20.09,21.82,0,1,6.2978,2.7492,0,0
8.93,16.64,1.0,10,0,Medium,Clear,29.41,32.2,0,0,3.2934,1.8634,1,1
11.17,21.51,1.0,5,0,Medium,Clear,41.77,31.16,0,1,3.7395,1.9257,1,0
12.55,31.33,1.0,19,1,High,Cloudy,60.71,24.03,1,0,4.8375,2.4964,1,3
12.47,18.72,5.0,2,0,Low,Rainy,39.53,39.97,0,1,3.17,1.5012,1,0
0.77,1.0,3.0,11,1,Medium,Clear,8.27,46.2,0,0,10.7403,1.2987,0,1
5.46,6.98,1.0,4,1,Low,Rainy,19.31,46.93,0,1,3.5366,1.2784,1,0
0.5,3.24,6.0,8,0,Very High,Rainy,17.44,9.26,1,0,34.88,6.48,0,1
6.38,7.95,2.0,11,0,Low,Foggy,16.99,48.15,0,0,2.663,1.2461,1,1
4.66,3.85,4.0,9,0,Low,Clear,13.36,72.62,1,0,2.867,0.8262,0,1
17.49,32.19,1.0,18,0,Medium,Clear,60.58,32.6,1,0,3.4637,1.8405,2,3
3.46,7.89,1.0,4,0,High,Clear,19.47,26.31,0,1,5.6272,2.2803,0,0
1.0,3.6,2.0,4,1,Medium,Clear,7.22,16.67,0,1,7.22,3.6,0,0
1.23,1.0,1.0,8,0,High,Cloudy,9.28,73.8,1,0,7.5447,0.813,0,1
11.47,27.36,1.0,19,1,High,Cloudy,55.17,25.15,1,0,4.8099,2.3854,1,3
7.7,16.74,1.0,16,0,Medium,Clear,27.5,27.6,0,0,3.5714,2.174,1,2
0.85,1.0,1.0,9,0,High,Cloudy,11.38,51.0,1,0,13.3882,1.1765,0,1
0.7,1.21,1.0,20,1,Low,Clear,5.0,34.71,1,0,7.1429,1.7286,0,3
9.66,23.23,5.0,0,0,Very High,Clear,59.64,24.95,0,1,6.1739,2.4048,1,0
0.6,3.14,1.0,21,0,High,Clear,5.8,11.46,0,0,9.6667,5.2333,0,3
9.8,22.75,1.0,14,0,High,Cloudy,45.03,25.85,0,0,4.5949,2.3214,1,2
0.68,1.0,2.0,22,1,High,Rainy,9.74,40.8,0,1,14.3235,1.4706,0,3
0.71,2.4,2.0,16,0,Low,Foggy,5.68,17.75,0,0,8.0,3.3803,0,2
3.75,10.58,1.0,12,0,Medium,Clear,12.63,21.27,0,0,3.368,2.8213,0,2
3.7,7.11,1.0,0,1,Low,Clear,11.13,31.22,0,1,3.0081,1.9216,0,0
13.4,33.48,3.0,7,0,High,Foggy,64.89,24.01,1,0,4.8425,2.4985,1,1
11.2,22.21,1.0,22,0,High,Rainy,55.43,30.26,0,1,4.9491,1.983,1,3
3.78,9.95,1.0,19,0,Very High,Clear,25.67,22.79,1,0,6.791,2.6323,0,3
0.7,2.66,1.0,13,0,High,Rainy,7.59,15.79,0,0,10.8429,3.8,0,2
12.01,26.04,2.0,21,0,High,Clear,52.05,27.67,0,0,4.3339,2.1682,1,3
6.54,9.08,1.0,22,0,Medium,Clear,23.14,43.22,0,1,3.5382,1.3884,1,3
4.42,11.73,1.0,10,0,High,Clear,24.44,22.61,0,0,5.5294,2.6538,0,1
18.95,34.84,1.0,5,1,Medium,Cloudy,65.52,32.63,0,1,3.4575,1.8385,2,0
0.94,3.92,1.0,10,1,Very High,Cloudy,9.78,14.39,0,0,10.4043,4.1702,0,1
5.43,8.18,1.0,12,0,Low,Cloudy,13.68,39.83,0,0,2.5193,1.5064,1,2
0.5,1.0,1.0,11,0,High,Cloudy,7.04,30.0,0,0,14.08,2.0,0,1
5.06,9.36,2.0,21,0,Medium,Clear,19.61,32.44,0,0,3.8755,1.8498,1,3
0.5,1.0,1.0,1,1,Medium,Clear,7.47,30.0,0,1,14.94,2.0,0,0
1.01,1.43,1.0,20,0,High,Cloudy,12.91,42.38,1,0,12.7822,1.4158,0,3
1.0,1.0,1.0,2,1,High,Rainy,11.23,60.0,0,1,11.23,1.0,0,0
8.38,20.45,1.0,22,0,High,Cloudy,42.01,24.59,0,1,5.0131,2.4403,1,3
10.96,18.94,2.0,3,0,Low,Cloudy,32.19,34.72,0,1,2.937,1.7281,1,0
7.0,9.5,1.0,16,1,Low,Cloudy,20.46,44.21,0,0,2.9229,1.3571,1,2
3.76,6.39,2.0,5,1,Low,Clear,13.04,35.31,0,1,3.4681,1.6995,0,0
2.69,5.56,3.0,6,0,Medium,Clear,12.77,29.03,0,0,4.7472,2.0669,0,1
2.02,5.74,1.0,10,0,Medium,Cloudy,9.9,21.11,0,0,4.901,2.8416,0,1
0.5,2.05,1.0,2,0,Medium,Cloudy,6.85,14.63,0,1,13.7,4.1,0,0
0.5,1.0,2.0,1,0,Low,Clear,4.23,30.0,0,1,8.46,2.0,0,0
6.0,10.58,1.0,8,1,High,Foggy,33.15,34.03,1,0,5.525,1.7633,1,1
0.61,1.0,5.0,18,0,Medium,Rainy,10.31,36.6,1,0,16.9016,1.6393,0,3
6.46,7.88,4.0,11,0,Low,Clear,15.8,49.19,0,0,2.4458,1.2198,1,1
5.92,14.43,1.0,11,1,High,Foggy,30.21,24.62,0,0,5.103,2.4375,1,1
7.94,15.74,1.0,11,0,Medium,Clear,27.44,30.27,0,0,3.4559,1.9824,1,1
9.52,12.66,1.0,17,1,Low,Clear,26.32,45.12,1,0,2.7647,1.3298,1,2
4.85,6.06,3.0,8,1,Low,Clear,15.63,48.02,1,0,3.2227,1.2495,0,1
7.9,13.55,1.0,16,0,Low,Rainy,27.16,34.98,0,0,3.438,1.7152,1,2
7.02,9.31,1.0,20,0,Low,Clear,21.11,45.24,1,0,3.0071,1.3262,1,3
18.51,29.41,5.0,15,1,Low,Clear,46.53,37.76,0,0,2.5138,1.5889,2,2
0.5,1.0,3.0,16,0,Low,Rainy,6.48,30.0,0,0,12.96,2.0,0,2
2.64,5.7,3.0,20,0,Medium,Cloudy,12.52,27.79,1,0,4.7424,2.1591,0,3
17.68,27.85,2.0,7,0,Medium,Clear,56.92,38.09,1,0,3.2195,1.5752,2,1
4.87,10.87,1.0,10,1,Medium,Clear,18.83,26.88,0,0,3.8665,2.232,0,1
7.74,20.6,1.0,23,1,High,Clear,39.39,22.54,0,1,5.0891,2.6615,1,3
2.6,4.26,1.0,1,1,Medium,Cloudy,13.62,36.62,0,1,5.2385,1.6385,0,0
1.67,3.82,1.0,7,0,Medium,Rainy,12.88,26.23,1,0,7.7126,2.2874,0,1
4.98,9.9,3.0,11,0,High,Rainy,26.67,30.18,0,0,5.3554,1.988,0,1
3.49,10.67,1.0,20,0,Very High,Clear,27.51,19.63,1,0,7.8825,3.0573,0,3
7.01,18.07,1.0,0,1,Medium,Rainy,33.67,23.28,0,1,4.8031,2.5777,1,0
0.65,1.0,1.0,22,1,Low,Clear,3.59,39.0,0,1,5.5231,1.5385,0,3
9.58,16.89,2.0,20,0,Low,Clear,27.26,34.03,1,0,2.8455,1.763,1,3
6.14,6.45,2.0,16,1,Low,Rainy,19.77,57.12,0,0,3.2199,1.0505,1,2
2.96,5.61,1.0,13,1,High,Clear,16.43,31.66,0,0,5.5507,1.8953,0,2
13.45,24.06,2.0,13,1,Medium,Clear,44.62,33.54,0,0,3.3175,1.7888,1,2
9.23,25.0,3.0,15,1,Very High,Cloudy,53.95,22.15,0,0,5.8451,2.7086,1,2
1.42,1.9,2.0,16,1,Low,Clear,6.53,44.84,0,0,4.5986,1.338,0,2
13.83,20.24,5.0,6,0,Low,Cloudy,36.61,41.0,0,0,2.6471,1.4635,1,1
10.35,29.36,2.0,14,1,Very High,Rainy,67.14,21.15,0,0,6.487,2.8367,1,2
7.6,9.99,5.0,19,0,Low,Rainy,25.1,45.65,1,0,3.3026,1.3145,1,3
4.33,6.16,1.0,20,0,Low,Cloudy,16.08,42.18,1,0,3.7136,1.4226,0,3
16.08,26.03,4.0,12,0,Low,Cloudy,41.16,37.06,0,0,2.5597,1.6188,2,2
0.5,1.0,4.0,23,0,Low,Rainy,5.34,30.0,0,1,10.68,2.0,0,3
0.5,1.0,3.0,1,0,Medium,Clear,5.04,30.0,0,1,10.08,2.0,0,0
3.78,6.8,1.0,18,0,Medium,Clear,14.76,33.35,1,0,3.9048,1.7989,0,3
13.31,30.96,1.0,14,0,High,Rainy,65.86,25.79,0,0,4.9482,2.3261,1,2
1.3,4.05,3.0,14,1,Medium,Cloudy,6.6,19.26,0,0,5.0769,3.1154,0,2
7.21,12.95,1.0,17,0,Medium,Clear,28.05,33.41,1,0,3.8904,1.7961,1,2
3.84,5.76,1.0,13,0,Medium,Rainy,15.13,40.0,0,0,3.9401,1.5,0,2
14.77,33.11,2.0,11,0,High,Rainy,69.06,26.77,0,0,4.6757,2.2417,1,1
5.06,12.32,2.0,22,1,Very High,Foggy,35.85,24.64,0,1,7.085,2.4348,1,3
4.29,10.14,3.0,5,1,Medium,Clear,19.69,25.38,0,1,4.5897,2.3636,0,0
2.56,3.24,2.0,8,0,Medium,Cloudy,12.67,47.41,1,0,4.9492,1.2656,0,1
0.5,3.34,3.0,3,0,Medium,Rainy,8.79,8.98,0,1,17.58,6.68,0,0
16.0,23.88,1.0,16,0,Low,Clear,37.91,40.2,0,0,2.3694,1.4925,2,2
13.41,10.58,1.0,1,1,Low,Clear,38.51,76.05,0,1,2.8717,0.789,1,0
6.49,8.87,2.0,13,0,Medium,Rainy,23.88,43.9,0,0,3.6795,1.3667,1,2
11.72,26.98,1.0,7,1,Medium,Clear,42.54,26.06,1,0,3.6297,2.302,1,1
15.16,24.93,2.0,1,0,Low,Clear,39.96,36.49,0,1,2.6359,1.6445,2,0
2.27,1.66,1.0,15,1,Medium,Rainy,9.89,82.05,0,0,4.3568,0.7313,0,2
4.79,9.34,1.0,3,0,Medium,Clear,22.1,30.77,0,1,4.6138,1.9499,0,0
1.11,3.28,1.0,0,0,High,Cloudy,10.38,20.3,0,1,9.3514,2.955,0,0
7.45,20.6,2.0,19,0,Very High,Cloudy,50.02,21.7,1,0,6.7141,2.7651,1,3
2.08,2.48,5.0,13,1,Medium,Clear,8.24,50.32,0,0,3.9615,1.1923,0,2
8.91,26.1,2.0,7,0,Very High,Clear,56.33,20.48,1,0,6.3221,2.9293,1,1
7.7,16.05,4.0,2,0,High,Cloudy,37.65,28.79,0,1,4.8896,2.0844,1,0
3.55,7.48,2.0,4,0,Medium,Clear,16.78,28.48,0,1,4.7268,2.107,0,0
0.96,1.69,2.0,5,0,Medium,Rainy,9.27,34.08,0,1,9.6562,1.7604,0,0
8.91,15.2,1.0,21,0,Medium,Rainy,35.79,35.17,0,0,4.0168,1.7059,1,3
5.88,14.66,1.0,7,1,High,Cloudy,31.21,24.07,1,0,5.3078,2.4932,1,1
11.84,22.42,2.0,5,0,Medium,Clear,40.68,31.69,0,1,3.4358,1.8936,1,0
5.87,12.53,1.0,5,1,Medium,Cloudy,25.13,28.11,0,1,4.2811,2.1346,1,0
15.29,31.97,3.0,3,0,Medium,Clear,53.66,28.7,0,1,3.5095,2.0909,2,0
6.42,13.92,1.0,6,1,High,Rainy,33.28,27.67,0,0,5.1838,2.1682,1,1
6.58,9.05,4.0,23,0,Low,Clear,17.33,43.62,0,1,2.6337,1.3754,1,3
16.74,22.42,5.0,18,0,Low,Clear,46.1,44.8,1,0,2.7539,1.3393,2,3
4.13,7.24,1.0,6,0,Low,Clear,13.01,34.23,0,0,3.1501,1.753,0,1
1.15,1.0,1.0,2,0,Low,Snowy,5.81,69.0,0,1,5.0522,0.8696,0,0
0.5,1.63,2.0,7,0,Medium,Rainy,9.09,18.4,1,0,18.18,3.26,0,1
11.26,28.51,1.0,0,0,High,Clear,51.76,23.7,0,1,4.5968,2.532,1,0
7.75,13.16,1.0,0,1,Medium,Snowy,34.95,35.33,0,1,4.5097,1.6981,1,0
9.74,13.66,3.0,13,1,Low,Clear,23.23,42.78,0,0,2.385,1.4025,1,2
1.92,5.63,6.0,5,1,Medium,Rainy,15.8,20.46,0,1,8.2292,2.9323,0,0
1.17,4.75,3.0,9,0,Very High,Cloudy,14.72,14.78,1,0,12.5812,4.0598,0,1
0.5,2.14,1.0,13,1,Medium,Rainy,4.64,14.02,0,0,9.28,4.28,0,2
3.45,9.05,1.0,3,1,Very High,Clear,25.58,22.87,0,1,7.4145,2.6232,0,0
7.13,7.82,1.0,5,0,Low,Clear,18.84,54.71,0,1,2.6424,1.0968,1,0
3.98,4.55,1.0,15,0,Low,Cloudy,10.93,52.48,0,0,2.7462,1.1432,0,2
4.6,8.68,1.0,20,0,High,Clear,22.68,31.8,1,0,4.9304,1.887,0,3
18.76,36.34,1.0,0,0,Medium,Clear,62.71,30.97,0,1,3.3428,1.9371,2,0
3.42,8.52,4.0,5,0,High,Rainy,23.87,24.08,0,1,6.9795,2.4912,0,0
5.77,12.22,3.0,8,0,High,Cloudy,32.85,28.33,1,0,5.6932,2.1179,1,1
12.25,22.11,2.0,14,1,Medium,Clear,41.35,33.24,0,0,3.3755,1.8049,1,2
4.04,10.34,1.0,11,0,High,Clear,23.13,23.44,0,0,5.7252,2.5594,0,1
7.78,13.95,1.0,2,0,Medium,Clear,26.58,33.46,0,1,3.4165,1.7931,1,0
15.87,35.74,1.0,10,1,High,Rainy,75.61,26.64,0,0,4.7643,2.252,2,1
1.27,1.0,6.0,2,1,Low,Rainy,6.74,76.2,0,1,5.3071,0.7874,0,0
5.42,16.23,1.0,1,0,Very High,Rainy,42.16,20.04,0,1,7.7786,2.9945,1,0
2.39,1.0,3.0,3,0,Low,Clear,7.98,143.4,0,1,3.3389,0.4184,0,0
4.92,6.02,1.0,18,0,Low,Clear,13.69,49.04,1,0,2.7825,1.2236,0,3
5.43,12.36,1.0,1,0,High,Clear,28.4,26.36,0,1,5.2302,2.2762,1,0
3.19,3.05,4.0,16,1,Medium,Snowy,13.16,62.75,0,0,4.1254,0.9561,0,2
8.03,12.83,1.0,2,0,Low,Rainy,24.25,37.55,0,1,3.0199,1.5978,1,0
2.2,2.96,4.0,9,0,Medium,Cloudy,11.12,44.59,1,0,5.0545,1.3455,0,1
0.63,10.58,1.0,15,0,Low,Clear,5.33,3.57,0,0,8.4603,16.7937,0,2
1.1,7.03,1.0,21,1,Low,Cloudy,4.66,9.39,0,0,4.2364,6.3909,0,3
1.1,2.83,5.0,8,0,Medium,Rainy,11.54,23.32,1,0,10.4909,2.5727,0,1
1.32,3.7,1.0,10,0,Medium,Rainy,8.5,21.41,0,0,6.4394,2.803,0,1
1.2,1.74,2.0,20,0,Medium,Clear,8.18,41.38,1,0,6.8167,1.45,0,3
8.19,10.05,1.0,14,0,Low,Rainy,22.1,48.9,0,0,2.6984,1.2271,1,2
1.61,5.07,3.0,2,0,Medium,Cloudy,12.35,19.05,0,1,7.6708,3.1491,0,0
3.39,6.67,1.0,15,0,High,Clear,18.13,30.49,0,0,5.3481,1.9676,0,2
18.17,33.61,1.0,20,0,Medium,Clear,61.34,32.44,1,0,3.3759,1.8498,2,3
5.14,13.22,2.0,20,1,Medium,Cloudy,23.01,23.33,1,0,4.4767,2.572,1,3
8.81,12.54,1.0,20,0,Low,Clear,24.88,42.15,1,0,2.8241,1.4234,1,3
1.51,4.7,1.0,11,1,Low,Clear,7.35,19.28,0,0,4.8675,3.1126,0,1
1.71,4.75,2.0,22,0,High,Clear,13.41,21.6,0,1,7.8421,2.7778,0,3
0.5,1.0,1.0,4,0,Medium,Foggy,7.61,30.0,0,1,15.22,2.0,0,0
1.48,3.46,1.0,6,0,Medium,Clear,7.54,25.66,0,0,5.0946,2.3378,0,1
2.61,4.64,2.0,8,0,High,Clear,12.99,33.75,1,0,4.977,1.7778,0,1
1.56,5.44,4.0,20,0,High,Clear,14.05,17.21,1,0,9.0064,3.4872,0,3
0.74,4.21,1.0,17,0,High,Rainy,13.5,10.55,1,0,18.2432,5.6892,0,2
1.03,2.49,2.0,20,1,High,Rainy,12.58,24.82,1,0,12.2136,2.4175,0,3
4.94,10.09,2.0,7,1,Low,Rainy,19.37,29.38,1,0,3.9211,2.0425,0,1
1.85,5.59,1.0,11,1,Very High,Cloudy,14.91,19.86,0,0,8.0595,3.0216,0,1
3.62,12.15,1.0,19,0,Very High,Cloudy,29.65,17.88,1,0,8.1906,3.3564,0,3
5.6,14.3,1.0,1,0,Low,Clear,19.29,23.5,0,1,3.4446,2.5536,1,0
9.38,26.76,3.0,9,0,High,Cloudy,51.42,21.03,1,0,5.4819,2.8529,1,1
0.5,1.0,1.0,18,0,Medium,Clear,8.2,30.0,1,0,16.4,2.0,0,3
12.85,30.46,3.0,8,0,High,Cloudy,61.98,25.31,1,0,4.8233,2.3704,1,1
7.91,9.76,2.0,23,0,Low,Clear,21.9,48.63,0,1,2.7686,1.2339,1,3
0.68,2.87,1.0,7,1,Medium,Rainy,7.82,14.22,1,0,11.5,4.2206,0,1
16.55,25.6,1.0,23,0,Low,Cloudy,45.5,38.79,0,1,2.7492,1.5468,2,3
20.29,36.5,5.0,23,0,Medium,Cloudy,71.0,33.35,0,1,3.4993,1.7989,2,3
0.5,3.12,1.0,23,0,Low,Cloudy,6.61,9.62,0,1,13.22,6.24,0,3
2.59,4.33,1.0,0,0,Medium,Clear,14.2,35.89,0,1,5.4826,1.6718,0,0
13.13,29.49,2.0,5,1,High,Cloudy,61.25,26.71,0,1,4.6649,2.246,1,0
11.03,26.44,1.0,11,0,High,Clear,48.72,25.03,0,0,4.417,2.3971,1,1
1.63,1.51,1.0,23,1,Low,Clear,8.34,64.77,0,1,5.1166,0.9264,0,3
1.88,4.31,1.0,18,0,High,Clear,13.55,26.17,1,0,7.2074,2.2926,0,3
3.7,10.43,1.0,16,0,Medium,Clear,13.72,21.28,0,0,3.7081,2.8189,0,2
5.3,11.09,1.0,1,1,High,Clear,25.56,28.67,0,1,4.8226,2.0925,1,0
7.7,15.79,3.0,10,0,Medium,Rainy,30.81,29.26,0,0,4.0013,2.0506,1,1
3.68,7.39,6.0,17,0,High,Rainy,25.18,29.88,1,0,6.8424,2.0082,0,2
4.97,9.61,1.0,22,0,High,Clear,25.1,31.03,0,1,5.0503,1.9336,0,3
